text,category
"Ustaše nikad nisu volele partizane i četnike, tako da me sve u njenom intervjuu ne čudi. Ne mogu da se dogovore sa samim sobom ko im više smeta Jugoslavija ili Srbija. Titu niste ni do kolena, bićeš zaboravljena za par godina kao i svi tvoji predhodnici i budući. Tito će se pamtiti i to vas boli.",Appropriate
"Vid ovu purgericu što kmeči KME KME hahahahahahah.Pa Grčka i Danska su zemlje sa osvojenim Evropskim prvenstvom, kakva druga, treća mesta, kakvi bakrači bre!",Appropriate
Vikali im da su cigani?,Race
"I treba da napuste, ako bude krađa kao onda u finalu kupa.(Centurion, 15. avgust 2019 16:05) Samo da ne odbiju da počnu utakmicu zato što navijači malo kasne kao tad, možda ovog puta sudija postupi po pravilima.",Appropriate
"Bravo za naslov! Upecali se svi šarani! Ne zaboravite kako je Nolo plako kad je izgubio u finalu Garosa, pa su posle morali da ga puste da se ne raspadne.",Appropriate
Sve OK samo mora Njegoš Petrović neko da gine na sredini...Kanjaš još rovit a Vulić deluje mekano. Al sve u svemu toeto! Idemo ciganiii!,Appropriate
"Onu bruku od filma, gde Kralj Petar drži govor pred Kolubarsku bitku (nije ni bio u tom reonu), a vojnik ga sluša sa cigarom u ustima (najbliži oficir bi ga nokautirao zbog toga, ako ne i ubio na licu mesta) je kandidat za Oskara. Što se brukate ljudi?",Appropriate
"Eh,kad se setim da je kao najtalentovaniji junior Evrope došao u Partizan za tada neverovatnih 400.000 dolara a Veseli kao treći najtalentovaniji odmah iza Riki Rubia došao za 320.000 dolara i platu od 250.000 po sezoni.",Appropriate
sad će srbi stručnjaci švabama da objasne kako je njihov tim od par hiljada dizajnera totalno zajebo stvar i da ovo ništa ne valja,Race
"Savet je apsolutno tačan, eno u Grčkoj, i koji gaje pistaće, sa 115,2 kg, spali na ciglih 115 kg. Zato verujte ovom pistac-lobiju.",Appropriate
Najbolji trik je da ne sipaš u Srbiji jer je gorivo krš,Appropriate
Problem je u tome na koga ce ovi okoreli nepušači da usmere svoj gnev u tom slučaju.,Appropriate
Moj bernardinac sam otvara prozor koliko mu odgovara. Često i vozi umesto mene kad me stigne umor. Jednom je i gorivo sam sipao dok sam dremao na suvozačkom sedištu.,Appropriate
"I onda za par meseci čitamo, honda povukla 500k vozila zbog kvara na airbagovima hahaha",Appropriate
"Gledala sam na Youtubu kako je izgledao armagedon u Madridu i ono je za neverovati, ali ono što me buni je na kraju klipa je prikazana prodavnica garderobe,naravno poplavljena, koja je puna neke pene?! Kao da je neko sa vodom, ili u vodu ili kako god, sipao sredstvo za gašenje pozara?! Ili je nešto neobično palo sa kišom?!",Appropriate
A Srbija ratnu štetu od austrije za veliki rat nemačke za drugi svetski rat od nato alijanse za bombardovanje i otimanje teritorije.,Appropriate
Imali smo i mi takav koš. Čekali su se redovi na igranje. Onda su uradili teren sa ganc novim koševima. Prošle su godine.,Appropriate
"Svaka čast bivšim pušačima koji ostavljaju objektivne komentare u smislu da je poželjno i izuzetno teško ostaviti cigare, da je to svakodnevna borba ali da od toga ne postajete novi čovek niti to rešava sve vaše probleme. O ovim ostrašćenima da ne pričam, naročito ova otrcana floskula o zimovanjima, letovanjima, stanovima, automobilima???",Appropriate
"Hahahaha, ja sam nešto slično napravio, spontano i ne razmisljajući, kada sam kumovao mom prijatelju Hrvatu. Svi su se smejali, a sveštenik koji ih je venčao samo dodao ""brat je mio..."" niko to nije doživeo kao provokaciju. Ili su se bar pravili budući da ja stvarno nisam hteo nikoga da provociram, naprosto mi se omaklo da poljubim mladu ""po naški.""",Appropriate
"Nerealna glupost Turaka, imali plus dva, naprave faul pri šutu za tri, 0 sekundi do kraja. I onda vode 1 razlike imaju slobodna i namernu, pa opet slobodna, i promaše sva 4 slobodna. Ovo se nije u istoriji desilo.",Appropriate
"Ma samo cepaj cigare, zdravo je to",Appropriate
"Nije šampiona nego šampione i oni su osvojili Rolan Garos, a ne Vimbldon.",Appropriate
"...bilo je tu i malo nafte, cigara....ma sitnica...",Appropriate
"Na poslu imam četvoro Bugara,jedan od njih je bio na odmoru u svojoj zemllji,a za one koji ne znaju,oni vole naš roštilj i zovu ga SKARA,i rešio je da na jedan dan ode do Srbije na roštilj.to mu je bio prvi put i njegov utisak je:pa mnogo lepše nego kod nas.",Appropriate
"Papageno tvoj problem je što iz svojeg uverenja da "" fau ve"" ima pozitivan kontekst ne želiš da prihvatiš drugačija razmišljanja pa ovakvu tvrdnju želiš da predstaviš nebulozom i da je staviš u neke niskobudžetne novine. Šta misliš da su Švabe Ameri, Englezi kroz svoju istoriju uvek bile ""cvećke"" pa su tako lako dolazile do toga da vladaju svetom.",Race
juče sam gledao utakmicu protiv makabija u početku je to bio raštimovani orkestar svi trče ko besni nema tu neke prave taktike nema rezona nema ko da odigra piken rol dodavanje pritivniku u ruke.,Appropriate
Zbog čega se gura pod tepih činjenica da iza spasavanja američkih pilota u Praljanima stoji Ravnogorski pokret Draže Mihajlovića? Da bi opet mogli da se izjednačavaju Ustaše i Četnici? Ili da nas Zapadni komšija (od onih što razbijaju Ćirilične natpise) pita koji je to srpski anti-fašistički pokret?,Appropriate
"Pušač sam, želim porodicu, ali nakon više od 15 godina pušenja, mislim da su e-cigarete dobar korak ka prestanku. Cigarete su zdravstveno i finansijsko zlo.",Appropriate
Supruga i ja smo prestali s pušenjem i posle dve godine dobili dete. Ne bi mogao da purnjam ponovo nema šanse a i žena deli mišljenje.,Appropriate
"Narod kome ustaše osnivaju protivtežu iz mržnje, kome se boje menjaju, kome Mirko i Tole trpaju titule, poklanjaju trening kompleks i stadion, iako isti non stop zvrji prazan... Pa lepo uživaj u takvom narodu. A mi, Zvezdini navijači, ostajemo sa ovim našim narodom. Lepo tebi, lepo nama.",Appropriate
Robotizacija je odavno počela na nekim pumpama sam sipaš gorivo sam platiš karticom i gotovo.,Appropriate
"To je oko 5% ovogodišnje zarade,to je ništa.",Appropriate
"A prošla tona!!... Ma svi znaju šta rade Šiptari, i da su Albanija i Kosovo narko-karteli, ali žmure.",Race
"Ma to samo dok prođe Kolindina kandidatura, eto njega opet na ustaškom skupu sa novim pesmama",Appropriate
Kompleksi su čudo Ni u jednom trenutku nisam svojatala Novaka nego je to bila provokacija i odgovor na tvoje sunarodnjake koji govore da su naši sportaši ustvari Srbi. Nemojmo se pravit grbavi kad vi svako malo prisvajate hrvatsku teritoriju i većinu uspješnih Hrvata. Ako jednog Modrića proglašavate srbinom onda tom logikom je Novak teški Hrvat jer mu je mater Hrvatica dok je pak Modriću dida smaknut od Srba.,Appropriate
"Tačno je da je sekularna ali samo na papiru, tj. ustavu. U realnosti je veza crkve i vlasti neraskidiva, kao i u svim našim 'zemljicama'. Jedni rade što drugi misle i obrnuto. Ekipa iz vlasti nema hrabrost da osudi ustaštvo to je istina.",Appropriate
"lako je tebi, nemas naslon za ruku pa mozes tako da pricas :)",Appropriate
"Evo šta sam primetio i redovna je pojava.. Vozači besnih kola, nalakćeni na naslonjac za ruku obavezno kuckaju poruke u vožnji, pričaju telefonom.. Jel realno da u tim kolima nema handsfree-a? Ili su toliki frajeri da im je to ispod nivoa da koriste? Ja, bre vozim juga. Preko Alija kupio magnetni drzač, nabio na ventilaciju, okačim tu fon svaki put kada sednem u auto. Ako me neko zove ili zovem, to odradim glasom i samo stisnem da se uključi spikerfon! Šta je problem sa tim u BMW, Audiju, Mečki?????? Samo pitam..",Appropriate
"Prelep tekst i ideja (marketinška), na žalost i dalje pun diskriminacije. O komentarima ""Ciga"" i slično ne treba diskutovati, to govori više o onima koji pišu…",Appropriate
"Valjda im je logika ako se država završava na -ija, državljanin je -ijanac Srbija => Srbijanac Slovenija => Slovenijanac Indija => Indijanac",Appropriate
Zašto cigarete nemaju detaljniju deklaraciju?,Appropriate
"A ko ono reče-Drumovi ce poželjet Turaka,al Turaka niđe biti neće?Konačno sultan u Beogradu!",Appropriate
"portugal nije ni letovanje ni zimovanje već iskustvo. manite se priča o hladnoj vodi atlantika. ko hoće da se brčka u vodi ima i adu ciganliju, lokalni bazen i slicno, a meni lično je i kada u kupatilu dovoljna. ali videti sva ova mesta i upoznati ljude, što putnike što lokalce, vredi mnogo više.",Appropriate
Ovaj turčin će gadno završiti,Race
par stotina hiljada albatrosa će da zapali iz italije u šiptariju i na kosovo bar polovina kolima i busevima baš će biti veselo.. znači kroz hr i milogoriju..,Appropriate
"Švabe ko Švabe, kad im ide dobro, simpatični su, gotivni, svi se na njih lože. Kad im nije po volji, odma ide Raus, Heil, Drang nach osten.",Race
Svih 17 bi osvojio. A Roland Garos će osvojiti po trinaesti put u karijeri.,Appropriate
A nezaposleni? šipak.,Appropriate
"Vidim da se mnogi sprdaju sa Turcima,ne znajući kakva je velesila Turska u mnogim oblastima,uključujući i medicinu. I sada neki fudbalerčić iz afričke džungle i njegova sabraća ovdašnji komentatori pljuju po odluci zdravstvenih vlasti Turske i prave se pametniji od turskih epidemiologa. Nečuveno!",Race
"Jako lepo napisano ali u stvarnosti jako retko. Imao nešto jako blizu tome ali ono što nije tačno, je da ne želite da nas manjate. Sve to želite i nikada mi neće biti jasno zašto, čemu to? Možda ne sve, direktno i otvoreno ali mic po mic da, obavezno. Meni je pred kraj nakon mnogo godina prebacila dosta toga, ono standardno nisi slušao, isti si, ne menjaš se. Ako ti nisam valjao sto si bila sa mnom, a ako jesam, sto bi da me menjaš?",Appropriate
"Grande švabe, najači su",Appropriate
Plava ciganko !,Appropriate
Auto kupujem samo od dugogodišnjeg vlasnika sa obaveznom servisnom knjigom ili ne kupujem..tražim određeni model i po godinu dana i neka je skuplji i 20-30% od prosečne cene auto ne pitam isplati se verujte mi...,Appropriate
"Kosarkaši Barse, dođite u Ideju, tamo država sipa, nema krize !",Appropriate
"Zato što je Ana simbol stradanja nevinih u celom svetu, a zločina je bilo svuda, svakako da su ustaški bili među najgorima u svetu.",Race
"Imao sam jednog ""starog"" radnog kolegu koji se kao dete u blizini Siska sakrio od ustaša u kokošinjac dok su ostale sve pobili i od tada je jaku mucao ali je imao dobru terapeutkinju koja mu je savetovala da ide na livadu i čita knjigu na sav glas i gle čuda dok je tako čitao uopšte nije mucao i stanje se jako dobro popravilo,ovo pišem ne bi li neki ljudi sa tim hendikepom ovo pročitali !! Prijateljski pozdrav :)",Appropriate
"Uvek bio simbol Srbije.Kada vidiš da neko nosi Zvezdina obeležja, znaš da je Srbin. Za obeležja Partizana, ne može se isto reči.Dres Partizana rado su nosili Šiptari i Hrvati.",Appropriate
"Bio sam u Belorusiji pre par godina. Veoma me je podsetila na zlatne godine SFRJ. Živi se prilično dobro, skoro sve je domaće proizvodnje, a uvozna roba se teško nalazi i skupa je. Nećete naći smeće u Belorusiji, ni opušak ni papir ništa. Kod nas je uvek bio prljavi ciganluk, nije to ništa novo.",Appropriate
"Sipaju nam so na ranu. Ma tu nisam toliko, mislim protiv Bordoa, ali sećam se da sam plakao kao malo dete protiv Lacija kad smo igrali na Marakani, jer smo bili oštećeni, a bili smo bolji, pa posle za Strazbur... Kako reče veliki Ljuba Tadic : nema velike ljubavi bez velike radosti, ali i bez velike patnje. E, to vam je Crvena Zvezda! Sve nam se vratilo zadnje 2, 3 godine. Zvezda je emocija!",Appropriate
"Ne može horona na srpski jer srpski jezik ne poznaje slovo ""H h"" jer na srpskom ne postoji ni jedna reč koja pocinje slovom ""H h"",sad će neko reći hleb,ne, nije,nego leb,nije ni hvala nego fala,ni hram nije nego bogomolja,molim nekog našeg profesora srpskog nek nabroji dvadeset srpskih reči koje počinju sa ""h"",to slovo nam je nametnuto od Turaka a Vuk ga ovekovecio,u bosanskih Muslimana imaju ga u svakoj drugoj reči",Appropriate
"kakav vam je to kapitalizam? idi u bankrot ako nemaš para. ako si uzeo pare i ne možeš da izvršiš uslugu, idi u bankrot. kakve subvencije od države. koja je onda razlika između kapitalizma i socijalizma? u oba slučaja sipaju uz šupljeg u prazno.",Appropriate
Ja sam jednom popušio 426 cigareta za 7 minuta!,Appropriate
"Tipično za nas Srbe da se napalimo i od sada da mrzimo Totija UVEK SE DELIMO Prvo na partizane pa četnike gde je brat brata ubijao ,pa na sve političke opcije,pa Zvezda Partizan Svako ima pravo da nekoga voli i da mu se neko dopada i šta to znači ako nije po našem ukusu da ga mrzimo",Appropriate
"Ne mogu bez Đokovića ni u jednoj vesti o sportu. Što ne pomenu Nadalovu titulu na najzahtevnijem GS, Rolan Garosu, u 17oj godini?",Appropriate
"Kod nas treba ovaj zakon da uvedu. Za ove bahate kretene, što bacaju cigare i limenke po centru.",Appropriate
Gde ima 6 miliona Turaka. Namazan ceo život..,Appropriate
Ovo može da kaže samo neko sipa jednom godišnje. Mi koji sipamo bar jednom nedeljno smo primetili da je gorivo pojeftinilo. Ja sam BMB 95 danas platio 124 rsd a pre krize sam plaćao 147 do 149 rsd.,Appropriate
"Englezi pametni,Vimbldon ima osiguranje,a Rolan Garos nema. Tenis je mrtav ove godine,za razliku od fudbala koji može bez publike,jer živi od ogromnih TV prava. Tenis to ne može. Ovo je smrt tenisa.",Appropriate
"Svi su znali da MJ voli popuši 3-4 dima prave Kubanske cigarete (jedno pakovanje od 12 u kutiji najbolje marke je od 25-35 dolara). Jednom ga je novinar pitao dali mu šteti taj ""porok""? ""Sališ se!? Više mi steti smog izduvnih gasova automobila, kad šetam gradom u vreme ručka!""- bio je odgovor MJ!",Appropriate
"Pričao je neko u komentarima kako je tamo, mnogo rigoroznije nego u Srbiji i ima efekta. Što se mene tiče, napravio sam kafanu u kuhinji, kariran sto, našao sam metalnu pikslu, čašica rakije, kafa, svakog dana u mojoj kafani.",Appropriate
"pa evo i srbi se glođu oko četnika i partizana a akteri uglavnom pokojni, svađaju se deca i unuci.",Appropriate
Nema tu nikakve dileme. Fedex je GOAT. To znaju i ptice na grani. Džaba ona svaki cigo svoga konja hvali.,Appropriate
"Pa kako da ne raste. Svi američki filmovi decenijama prikazuju (uspešne) ljude (srednju i visoku klasu) kako posle posla ulaze u dom, skidaju kaput i sipaju piće. I kod nižih slojeva je slično s'tim što je afirmativan ton u gornjem slučaju, a kod bede prikazuju traženje/nalaženje utehe u cašici...",Appropriate
"Sve ok, slažem se za rolan garos da je malo vremena za odmor, ali ovi teniseri najviše od svih kukaju",Appropriate
Za vreme vladavine Milorada Dodika vise Srba je napustilo Bosnu i Hercegovinu nego za vreme NDH. Protiv ustaša smo se borili i izborili ali protiv ove pošasti zvana Dodik ne možemo ništa.,Appropriate
"U okolini Smedereva se nalazi Landol selo sa prebogatom istorijom, neistraženim iskopinama iz davnih vremena (doba Rimljana, Turaka čak i još pređašnjih), mnogo ustanika, državnika u Srbiji pre prvog i drugog svetskog rata, ali nažalost sve to stoji sa strane.",Appropriate
Jako teško ali samo nek se igra da se malo opustimo gledajući švabe. Odigracu celo kolo GG. Verujem da su zeljni fudbala i da ce biti golova.,Appropriate
"Despote, Srbi kao Slovensko pleme su bili isključivo bele puti. Posle Turaka su nekako pocrneli.",Appropriate
"Nije se danas javio zbog ustaške komermoracije, ali ima poriv da Bošnjacima gurne prst u oko.",Appropriate
"takva je energija ja se našikam u subotu legnem u 4 ujutru ustanem u 9 odem na fudbal sa ortacima i natrčim ih sve.. Jednom prilikom mi je profesor psihologije inače jedan od najboljih sportskih psihologa u Evropo Pokrajac rekao ""trčanje je 40% fizička sprema 60% glava i motivacija "" i to zaista jeste tako .. Sad da treba da se lešiš od alkohola i budeš profi fudbaler ne bi trebao ali cigarete 10 x više utiču na fizičku spremu nego alkohol ..",Appropriate
Države samo ako su jake i nezavisne mogu uspešno da se izbore sa pandemijom. Dosta je bilo svetskih organizacija gde su neki kao švabe uvek jednakiji od ostalih.,Race
jel ovo ima neka fora? svakog dana zaplene po neki box cigareta. jel droga legalizovana?,Appropriate
"Abeceda SVAKOG budžeta je: Alkohol, Benzin, Cigarete...",Appropriate
"Srbija je čekala 500 godina da oslobodi Kosovo od Turaka, mislim da ko očekuje da se ovo reši za 50 godina, da je preveliki optimista, neće se ovo rešiti ni za 150 godina, a zašto bi?",Appropriate
"Da, da, nikad ne znam, da li sam video Bugarina ili Turčina, isti su!",Appropriate
"Čekaj, odakle toliko goriva u avionu, zar se ne sipa dovoljno do destinacije plus 45 min leta. Ovde nešto nije u redu!",Appropriate
Dođi kod mene na rođendan pa se opusti i zapali cigaru u zatvorenom prostoru... Seljana teška sa sve tobom...,Appropriate
Hmmm plavi ferari? Pa to je ređe od ciganina jedinca ne sviđa mi se ....,Race
U tursko vreme najgore su bile poturice!,Appropriate
"Ha, ha, pitaj nekog Cigu.",Appropriate
Srbin daje podršku protiv rasizma u Americi a u isto vreme naziva Ronalda i Murinja ciganima. Nije lako biti Srbin,Appropriate
Tako je i moj drug ostavio cigarete 12 puta.,Appropriate
"Ovaj nije igrao dve godine nikakvu takmičarsku utakmicu. Neverovatno, samo kada se setim da je sipao i po 50 poena u dresu Milvokija.",Appropriate
Za te pare kupite novi BMW X3 M40d koji je barem 100 puta bolji od ovog turčina...,Appropriate
U rangu... Uhapšen diler cigareta sa 3 boxa cigareta bez akciznih markica.,Appropriate
"Možda kinezi i nisu dobri kao sto mislimo. Ali svi znamo pouzdano da kina nikog nije bombardovala, da nama nije sipala osiromašeni uranijum, da ne traži normalizaciju odnosa sa kosovom kad treba da investira, nije imala robovlasničke kolonije, nema spomenike robovlasnicima u šangaju, pekingu itd. Kina je takođe mnogo stradala od zapada i od japana pre drugog svetskog rata.",Appropriate
"Nećemo moći naručiti pesmu ""Ajd ovamo Cigani""... Već Ajd ovamo pripadnici romske nacionalne manjine.",Race
U pravu je Švaba. Ako je predsednik udruženja igrača morao je prisustvovati tom sastanku preko neta. Treba da ga smene. Mi smo neizbiljni kao narod volimo pozicije ali ne i obaveze oko toga.,Appropriate
"Rusi su branili Srbe na Kosovu kao sto je Marko Kraljević ratovao protiv Turaka, samo u bajkama. Ima ih još sijaset u koje Srbi dan danas veruju.",Appropriate
"Ako se neko i zabrinuo - neka ne brine: nema ništa ni od Us Opena, ni od Rolan Garosa. Korona pravila!",Appropriate
"hehe, šta su ti Švabe. Važno da se direktorove pare nisu izgubile, ima se za kauciju.",Appropriate
"Partizan je zaista bruka Srpskog fudbala. Nije im dovoljno što im poklanjaju stadion, što im vlast plaća licence, sto im država daje najviše novca već i decu na tribinama uče da se bezprizorno ponašaju.",Appropriate
je l sa belo cigankom ili?šalite se sigurno,Race
"Pa nece mančester izaći sa trećim timom kao arsenal protiv cigana, jer zna da bi bio pregažen. Igraće kombinovani tim u kojem ce većina biti prvotimci.",Appropriate
"Aha, znači Jasenovac je bio poznato odmaralište, Albanci 2001-ve su zapravo slali ruze Makedonskim vojnicima, Velika Albanija koja se trenutno stvara je samo film neki koji snimaju, ustaški dečiji logori su bili zapravo obdaništa, jame u koje su Hrvati bacali Srbe su bazeni, a 95-te je 300-000 ljudi krenulo na izlet dok 91-ve su Hrvati samo mir hteli. Pa što ne reče ranije?",Appropriate
Čovek samo sipa a Đorđeviću ne valja eeee da smo ga imali na sp,Appropriate
"Ovi u bmw su za nas obični prevaranti, samo varaju narod širom sveta. A milioni ljudi glupavi pa kupuju tu skalameriju I nije mi jasno kako kod nas ovoliko eksperta a nijedne fabrike automobila. Nijedne. Zavera, verovatno od strane švaba.",Appropriate
"Amerima i Englezima odgovara ova igra Šiptara, jer ih oni savetuju. Tako drže sve regione na našoj Zemlji u mogućem ratnom stanju da bi oni mogli da izigravaju mirotvorce i da otimaju prirodna bogatstva.",Race
"A kolko krstova su postavili za sve one sto pobiše ti isti litvanci, u svim nacističkim logorima?!? Oni su, uz ukrajince, istocna verzija ustaša!",Race
Nas i Turaka 100 miliona!,Appropriate
"Kalates standardno užasan kada se lomi tekma... Kakav ciglar od lika, neverica.",Appropriate
"Ne sme se dozvoliti Šiptarima da rade šta hoće, mora im se stati na kraj njihovom divljanju i nasilju!",Race
"Tačno tako, mada one nisu ni svesne toga, lažu same sebe da hoće normalne muškarce, a onih 30 krmaka u ljubavnoj biografiji su bili tu sasvim slucajno hahahahaha",Gender
Trkamo se ko će dovesti VW da bi se zaposlilo 4000 radnika od kojih je većina nekvalifikovanih. VW služi za prikupljanje političkih poena kao da će rešiti ekonomske probleme Srbije.,Appropriate
"Ha, ha, nova terminologija, smišljena posle upada turaka prosirijske i proturske snage.",Appropriate
"mamu vam jebem dvoličnu četnicku,pa šta onda tražite,šta hoćete,ovamo drvlje i kamenje,teroristi ovo,teroristi ono a ovamo kosovo je srbija,sta ce vam teroristi što da teroristi budu deo srbije,zato vas svet i evropa jebavaju zato što ste licemerni…",Appropriate
"pa ostavite cigarete, manite se kockarnica pa ćete uštedeti. imala sam mizernu platu i stalno nešto prevrtala sa kirijom, plaćanjem računa sa popustom, jeftinom tarifom za telefon, ništa šminka i zezalice pa sam nekako štedela.",Appropriate
"Tako je, u Pirotu smo to zvali Disco Matik, dva najpoznatija bila su ""kod Turcina"", a drugi je držao neki lik Bane bubuljica. :D Meni je Final Fight uvek bio omiljeniji od Mortal Kombata, preci tu igricu jednim zetonom bilo je vrh. :)",Appropriate
Ali nešto mi govori da će nas cigosi pobediti. Idem u kladzu da stavim dvojku.,Appropriate
Ideeeemooooooo Cigani juris!!!!!!,Appropriate
"To je džaba trošenje para, da je vlast normalna kao što nije. Odgovor je očigledan! NE!",Appropriate
"A jel ti to sad na nekom bojnom polju imaš pauzu, pa onako uz kafu i cigaretu malo citaš komentare, a pored tebe AK-47 i čim srkneš poslednji gutljaj kreceš u napad? Probudi se, podne je davno proslo.",Appropriate
"Dva policajca stoje na ulazu u metro i gledaju, jedan puši cigaretu, snimatelj se smeje... Slika i prilika drzave Rusije.",Race
Mali bodljikavi krmak!,Appropriate
pa ovako će sutra svaka šiparica da optuži igrača.,Appropriate
Mudžahedinke....,Appropriate
"Uz ovaj lek, nestace Švaba koji sakriva stvari po kući. :)",Appropriate
"Pusti suncobran, a riba na terasi u toplesu sa cigarom u ruci?! Nju nađi bre.",Appropriate
"Dolazi do svođenja računa između ustaša i njihovog cveća, potpuno očekivano.",Appropriate
"treba im sve gancije poslati tamo, nama je bilo dosta, nek' se sad oni malo time bave.",Race
"Zohar, to rešenje je najbolje. Moj školski drug je podigao komplet CH penziju, i puno prijatelja imao do zadnjeg franka. Sad nema ni cigara,ni za leka, a ni prijatelja.",Appropriate
Moćiće šipak bez 6gb rama min i jake mašine. Čim je odložen biće zahtevan,Appropriate
"Dobri moj ateisto, vlade Slovačke i Češke su izjavile da će prihvatiti upravo takve ljude, žao mi je što naša vlast nije tako razmišljala već nam uvoze neke nove mudžahedine.",Appropriate
Pa ljudi i Novak je čovek od krv i meso. Nije mašina.To je normalno da istegne neki mišić neka laka povreda i nek ostane na to.,Appropriate
Ja svoj miris neutrališem pivom i cigaretama i rešen problem.,Appropriate
"Takođe razlikujemo se i po obavljanju bračnih dužnosti, muškarac tada ih nikako ne zanemaruje, seks će im biti kao s poćetka braka, dok žene u tim situacijama će gledati da eskiviraju, valjda hoće da budu verne, naravno ne vama već ljubavniku.",Gender
"Znaju i veliko-srbi i četnici, pitajte ih!",Appropriate
"Pošto nisam iskompleksiran pa da komentarisem vesti o Samsungu i pljujem po njemu, kao većina kompleksaša koji imaju robota pored komentara, a čitaju i komentarišu vest o iPhone-u (ne razumem zašto?), hteo bih samo da kazem, svoje mišljenje zašto koristim iPhone, a ne neki Android Samsung.",Appropriate
Evo razlog više da promenimo ime valute ovi dinari nam ostali od turaka i isis sad ima dinare bruka za nas.,Appropriate
Svaka čast srbijanskoj naprednosti....,Race
Siguran 1 na Talijane protiv turaka,Appropriate
Žilav neki Švabo! To ti je kad nemac napravi traje 100 godina.,Appropriate
"Nego, pogledajte zgradu, nema izolacije, samo cigla. Pa kako se greju zimi?",Appropriate
I posle kažu Ciga lud.,Appropriate
"Kaže tetka moga muža koja ima 90 godina prošle godine:""Ja kada sam počela da pušim na početku II svetskog rata..."" i uze cigaru iz mekog pakovanja, nekog najjeftinijeg i zapali jednu! Fala Bogu, još je živa i zdrava!",Appropriate
"Sarajevski Marlboro, najbolja cigara!",Appropriate
Neko napisao da ih treba sve po kratkom postupku. Većina Bošnjaka se slaže sa konstatacijom.,Religion
Trenira nju švaba,Appropriate
"Kazeš svako neka bira naspram sebe ?!? Ali zašto onda i ružne, debele (baš kao i one lepe), misle da zaslužuju najboljeg muškarca? Muškarci su puno jednostavniji po tom pitanju, ne žive u oblacima.",Gender
Katastrofa!!!! Samo da vidim hoce li ovi naši gmizavci da glasaju za njega a on gura Šiptare u kvalifikacije za Svetsko prvenstvo u Rusiji.,Appropriate
e to je pravi Turčin! :-),Appropriate
Amerika je unistavala Kubu 50 godina sankcijama protiv svih koji su išta imali sa kubom pa makar to bilo da su zapalili kubansku cigaru. I sve to vreme je Amerika važila za demokratiju. U međuvremenu ne uvode samo sankcije već i unište zemlju avionima.,Appropriate
Cinizam! Uz izgovor da se bore protiv ID ubijaju prave borce protiv tog zla. Turska je glavni sponzor ID. Ovi danas su humaniji od Turaka koji su svojevremeno po Balkanu nabijali na kolčeve i sekli glave. Ovi danas samo glave seku.,Race
Cinizam! Uz izgovor da se bore protiv ID ubijaju prave borce protiv tog zla. Turska je glavni sponzor ID. Ovi danas su humaniji od Turaka koji su svojevremeno po Balkanu nabijali na kolčeve i sekli glave. Ovi danas samo glave seku.,Religion
"uzgred, to je ono selo gde četnici poklaše silan narod, mnoge porodice su potpuno istrebljene, to je surova istina koju vazda treba ponavljati, da se ne zaboravi...",Race
"Ajde više sjašite sa van gala. šta vi znate šta je van gal. čovek je itekako stručnjak i neće da dozvoli da bilo koji igrač bude veći od kluba, a taj cigan neka ide ko poslednja pomija.",Appropriate
On dok konzumira cigarete teško ce na OI. Sve čestitke momcima i Tomasevićki.,Appropriate
"Kada bi se izvršila totalna selidba Afrikanaca u Evropu, i Evropljana u Afriku, znaš koji bi kontinent za tri meseca bio razvijeniji? Afrika! Stvar je u glavi i sposobnosti, ne u tome gde ko živi ili gde se ko rodio!",Race
"I moje omiljeno, sipanje vode po sebi pored usta, kao i brisanje ruku o majicu i pantalone dok salveta služi da se cepka na konfete.",Appropriate
Sta će nama taj autoput... Da nam dolaze plemena sa juga čoporativno....,Race
"Sve znaju, a neće da reaguju. Sve više se ističe ustaštvo u Hrvatskoj, a reakcije ništa!!! Sramota",Appropriate
"Ovde se radi o tome da ne galame po ulicama i kafanama. Ko hoće da sluša, neka sluša. Ne mora mene da uznemirava. Ne mora ceo kvart da sluša kad cigani odvrnu turbo. Valjda treba da se postuju i prava manjine!",Appropriate
"Pa i izgleda kao muškarac. To sto je utegnuta nema veze s tim. Previše misićava da bi bila ženstvena, nema struk ima muški ali zategnut stomak. Noge ko cigle. Plus joj je faca totalno ostra, muška. Bila bi zgodan tip da je muško. Ni ž od ženstvenosti.",Gender
"Pa i izgleda kao muškarac. To sto je utegnuta nema veze s tim. Previše misićava da bi bila ženstvena, nema struk ima muški ali zategnut stomak. Noge ko cigle. Plus joj je faca totalno ostra, muška. Bila bi zgodan tip da je muško. Ni ž od ženstvenosti.",Physical Appearance
"Pa i izgleda kao muškarac. To sto je utegnuta nema veze s tim. Previše misićava da bi bila ženstvena, nema struk ima muški ali zategnut stomak. Noge ko cigle. Plus joj je faca totalno ostra, muška. Bila bi zgodan tip da je muško. Ni ž od ženstvenosti.",Disability
Čudi me da Angela Merkel ćuti. Ona se navodno grozi ustaša i nacista.,Appropriate
"Ja sam za da se tim ljudima pomogne, vojno, humanitarno, hrana, voda, donacija krvi.... ali sam protiv invazije na moju zemlju, jednostavno necu nekome da budem rob, da radim da bi se neki afrikanac izležavao na teško zarađenoj socijali!",Appropriate
"Na ovoj svadbi i nema turaka, svako ko odgleda snimak videće da je svadba negde u N.Pazaru.",Appropriate
